match_id,city,venue,date,team1,team2,toss_winner,toss_decision,winner,player_of_match,season,month,day,match_result_type,toss_match_win,day_type
984,Pune,Maharashtra Cricket Association Stadium,2013-05-19,Pune Warriors,Delhi Capitals,Pune Warriors,Bat,Pune Warriors,Lj Wright,2013,5,19,Normal,Yes,Weekend
985,Bengaluru,M Chinnaswamy Stadium,2013-05-18,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,Field,Royal Challengers Bengaluru,V Kohli,2013,5,18,Normal,No,Weekend
986,Hyderabad,RGI Stadium,2013-05-19,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Bat,Sunrisers Hyderabad,Pa Patel,2013,5,19,Normal,No,Weekend
987,Delhi,Arun Jaitley Stadium,2013-05-21,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Bat,Chennai Super Kings,Mek Hussey,2013,5,21,Normal,Yes,Weekday
988,Delhi,Arun Jaitley Stadium,2013-05-22,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Bat,Rajasthan Royals,Bj Hodge,2013,5,22,Normal,No,Weekday
989,Kolkata,Eden Gardens,2013-05-24,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Bat,Mumbai Indians,Harbhajan Singh,2013,5,24,Normal,No,Weekday
990,Kolkata,Eden Gardens,2013-05-26,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Bat,Mumbai Indians,Ka Pollard,2013,5,26,Normal,Yes,Weekend
991,Abu Dhabi,Sheikh Zayed Stadium,2014-04-16,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Bat,Kolkata Knight Riders,Jh Kallis,2014,4,16,Normal,Yes,Weekday
992,Sharjah,Sharjah Cricket Stadium,2014-04-17,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Ys Chahal,2014,4,17,Normal,Yes,Weekday
993,Abu Dhabi,Sheikh Zayed Stadium,2014-04-18,Chennai Super Kings,Punjab Kings,Chennai Super Kings,Bat,Punjab Kings,Gj Maxwell,2014,4,18,Normal,No,Weekday
994,Abu Dhabi,Sheikh Zayed Stadium,2014-04-18,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Am Rahane,2014,4,18,Normal,Yes,Weekday
995,Dubai,Dubai International Stadium,2014-04-19,Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Pa Patel,2014,4,19,Normal,Yes,Weekend
996,Dubai,Dubai International Stadium,2014-04-19,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Bat,Delhi Capitals,Jp Duminy,2014,4,19,Normal,No,Weekend
997,Sharjah,Sharjah Cricket Stadium,2014-04-20,Rajasthan Royals,Punjab Kings,Punjab Kings,Field,Punjab Kings,Gj Maxwell,2014,4,20,Normal,Yes,Weekend
998,Abu Dhabi,Sheikh Zayed Stadium,2014-04-21,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Bat,Chennai Super Kings,Sk Raina,2014,4,21,Normal,Yes,Weekday
999,Sharjah,Sharjah Cricket Stadium,2014-04-22,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Punjab Kings,Gj Maxwell,2014,4,22,Normal,No,Weekday
1000,Dubai,Dubai International Stadium,2014-04-23,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Field,Chennai Super Kings,Ra Jadeja,2014,4,23,Normal,No,Weekday
1001,Sharjah,Sharjah Cricket Stadium,2014-04-24,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,Field,Kolkata Knight Riders,Ca Lynn,2014,4,24,Normal,No,Weekday
1002,Dubai,Dubai International Stadium,2014-04-25,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Bat,Sunrisers Hyderabad,Aj Finch,2014,4,25,Normal,Yes,Weekday
1003,Dubai,Dubai International Stadium,2014-04-25,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Bat,Chennai Super Kings,Mm Sharma,2014,4,25,Normal,No,Weekday
1004,Abu Dhabi,Sheikh Zayed Stadium,2014-04-26,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,Field,Rajasthan Royals,Pv Tambe,2014,4,26,Normal,Yes,Weekend
1005,Abu Dhabi,Sheikh Zayed Stadium,2014-04-26,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Field,Punjab Kings,Sandeep Sharma,2014,4,26,Normal,No,Weekend
1006,Sharjah,Sharjah Cricket Stadium,2014-04-27,Delhi Capitals,Mumbai Indians,Mumbai Indians,Bat,Delhi Capitals,M Vijay,2014,4,27,Normal,No,Weekend
1007,Sharjah,Sharjah Cricket Stadium,2014-04-27,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Bat,Chennai Super Kings,Dr Smith,2014,4,27,Normal,No,Weekend
1008,Dubai,Dubai International Stadium,2014-04-28,Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,Field,Punjab Kings,Sandeep Sharma,2014,4,28,Normal,Yes,Weekday
1009,Abu Dhabi,Sheikh Zayed Stadium,2014-04-29,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Bat,No Result,Jp Faulkner,2014,4,29,No Result,No,Weekday
1010,Dubai,Dubai International Stadium,2014-04-30,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Field,Sunrisers Hyderabad,B Kumar,2014,4,30,Normal,No,Weekday
1011,Ranchi,JSCA Stadium,2014-05-02,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Bat,Chennai Super Kings,Ra Jadeja,2014,5,2,Normal,Yes,Weekday
1012,Mumbai,Wankhede Stadium,2014-05-03,Mumbai Indians,Punjab Kings,Punjab Kings,Bat,Mumbai Indians,Cj Anderson,2014,5,3,Normal,No,Weekend
1013,Delhi,Arun Jaitley Stadium,2014-05-03,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Kk Nair,2014,5,3,Normal,Yes,Weekend
1014,Bengaluru,M Chinnaswamy Stadium,2014-05-04,Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Ab De Villiers,2014,5,4,Normal,Yes,Weekend
1015,Ahmedabad,Narendra Modi Stadium,2014-05-05,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Rajasthan Royals,Pv Tambe,2014,5,5,Normal,No,Weekday
1016,Delhi,Arun Jaitley Stadium,2014-05-05,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,Dr Smith,2014,5,5,Normal,Yes,Weekday
1017,Mumbai,Wankhede Stadium,2014-05-06,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Mumbai Indians,Rg Sharma,2014,5,6,Normal,No,Weekday
1018,Delhi,Arun Jaitley Stadium,2014-05-07,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,Bat,Kolkata Knight Riders,G Gambhir,2014,5,7,Normal,No,Weekday
1019,Cuttack,Barabati Stadium,2014-05-07,Punjab Kings,Chennai Super Kings,Chennai Super Kings,Field,Punjab Kings,Gj Maxwell,2014,5,7,Normal,No,Weekday
1020,Ahmedabad,Narendra Modi Stadium,2014-05-08,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Field,Sunrisers Hyderabad,B Kumar,2014,5,8,Normal,No,Weekday
1021,Bengaluru,M Chinnaswamy Stadium,2014-05-09,Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,Field,Punjab Kings,Sandeep Sharma,2014,5,9,Normal,No,Weekday
1022,Delhi,Arun Jaitley Stadium,2014-05-10,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,Dw Steyn,2014,5,10,Normal,Yes,Weekend
1023,Mumbai,Wankhede Stadium,2014-05-10,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,Dr Smith,2014,5,10,Normal,Yes,Weekend
1024,Cuttack,Barabati Stadium,2014-05-11,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Kolkata Knight Riders,G Gambhir,2014,5,11,Normal,Yes,Weekend
1025,Bengaluru,M Chinnaswamy Stadium,2014-05-11,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,Bat,Rajasthan Royals,Jp Faulkner,2014,5,11,Normal,No,Weekend
1026,Hyderabad,RGI Stadium,2014-05-12,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Bat,Mumbai Indians,At Rayudu,2014,5,12,Normal,No,Weekday
1027,Ranchi,JSCA Stadium,2014-05-13,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Bat,Chennai Super Kings,Ra Jadeja,2014,5,13,Normal,No,Weekday
1028,Bengaluru,M Chinnaswamy Stadium,2014-05-13,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,Field,Royal Challengers Bengaluru,Yuvraj Singh,2014,5,13,Normal,No,Weekday
1029,Hyderabad,RGI Stadium,2014-05-14,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,Field,Punjab Kings,Wp Saha,2014,5,14,Normal,Yes,Weekday
1030,Cuttack,Barabati Stadium,2014-05-14,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Field,Kolkata Knight Riders,Rv Uthappa,2014,5,14,Normal,Yes,Weekday
1031,Ahmedabad,Narendra Modi Stadium,2014-05-15,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Field,Rajasthan Royals,Am Rahane,2014,5,15,Normal,No,Weekday
1032,Ranchi,JSCA Stadium,2014-05-18,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,Bat,Royal Challengers Bengaluru,Ab De Villiers,2014,5,18,Normal,No,Weekend
1033,Hyderabad,RGI Stadium,2014-05-18,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Bat,Kolkata Knight Riders,Ut Yadav,2014,5,18,Normal,No,Weekend
1034,Ahmedabad,Narendra Modi Stadium,2014-05-19,Rajasthan Royals,Mumbai Indians,Mumbai Indians,Bat,Mumbai Indians,Mek Hussey,2014,5,19,Normal,Yes,Weekday
1035,Delhi,Arun Jaitley Stadium,2014-05-19,Delhi Capitals,Punjab Kings,Punjab Kings,Field,Punjab Kings,Ar Patel,2014,5,19,Normal,Yes,Weekday
1036,Hyderabad,RGI Stadium,2014-05-20,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Bat,Sunrisers Hyderabad,Da Warner,2014,5,20,Normal,No,Weekday
1037,Kolkata,Eden Gardens,2014-05-20,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Field,Kolkata Knight Riders,Rv Uthappa,2014,5,20,Normal,Yes,Weekday
1038,Mohali,PCA Stadium,2014-05-21,Punjab Kings,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Lmp Simmons,2014,5,21,Normal,Yes,Weekday
1039,Kolkata,Eden Gardens,2014-05-22,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Kolkata Knight Riders,Rv Uthappa,2014,5,22,Normal,No,Weekday
1040,Ranchi,JSCA Stadium,2014-05-22,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,Da Warner,2014,5,22,Normal,Yes,Weekday
1041,Mumbai,Wankhede Stadium,2014-05-23,Mumbai Indians,Delhi Capitals,Delhi Capitals,Field,Mumbai Indians,Mek Hussey,2014,5,23,Normal,No,Weekday
1042,Mohali,PCA Stadium,2014-05-23,Punjab Kings,Rajasthan Royals,Rajasthan Royals,Field,Punjab Kings,Se Marsh,2014,5,23,Normal,No,Weekday
1043,Bengaluru,M Chinnaswamy Stadium,2014-05-24,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,Ms Dhoni,2014,5,24,Normal,Yes,Weekend
1044,Kolkata,Eden Gardens,2014-05-24,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,Field,Kolkata Knight Riders,Yk Pathan,2014,5,24,Normal,Yes,Weekend
1045,Mohali,PCA Stadium,2014-05-25,Punjab Kings,Delhi Capitals,Punjab Kings,Field,Punjab Kings,M Vohra,2014,5,25,Normal,Yes,Weekend
1046,Mumbai,Wankhede Stadium,2014-05-25,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Field,Mumbai Indians,Cj Anderson,2014,5,25,Normal,Yes,Weekend
1047,Kolkata,Eden Gardens,2014-05-27,Punjab Kings,Kolkata Knight Riders,Punjab Kings,Field,Kolkata Knight Riders,Ut Yadav,2014,5,27,Normal,No,Weekday
1048,Mumbai,Brabourne Stadium,2014-05-28,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Field,Chennai Super Kings,Sk Raina,2014,5,28,Normal,Yes,Weekday
1049,Mumbai,Wankhede Stadium,2014-05-30,Chennai Super Kings,Punjab Kings,Chennai Super Kings,Field,Punjab Kings,V Sehwag,2014,5,30,Normal,No,Weekday
1050,Bengaluru,M Chinnaswamy Stadium,2014-06-01,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Field,Kolkata Knight Riders,Mk Pandey,2014,6,1,Normal,Yes,Weekend
1051,Kolkata,Eden Gardens,2015-04-08,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Field,Kolkata Knight Riders,M Morkel,2015,4,8,Normal,Yes,Weekday
1052,Chennai,MA Chidambaram Stadium,2015-04-09,Chennai Super Kings,Delhi Capitals,Delhi Capitals,Field,Chennai Super Kings,A Nehra,2015,4,9,Normal,No,Weekday
1053,Pune,Maharashtra Cricket Association Stadium,2015-04-10,Punjab Kings,Rajasthan Royals,Punjab Kings,Field,Rajasthan Royals,Jp Faulkner,2015,4,10,Normal,No,Weekday
1054,Chennai,MA Chidambaram Stadium,2015-04-11,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Bat,Chennai Super Kings,Bb Mccullum,2015,4,11,Normal,Yes,Weekend
1055,Kolkata,Eden Gardens,2015-04-11,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Ch Gayle,2015,4,11,Normal,Yes,Weekend
1056,Delhi,Arun Jaitley Stadium,2015-04-12,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Dj Hooda,2015,4,12,Normal,Yes,Weekend
1057,Mumbai,Wankhede Stadium,2015-04-12,Mumbai Indians,Punjab Kings,Mumbai Indians,Field,Punjab Kings,Gj Bailey,2015,4,12,Normal,No,Weekend
1058,Bengaluru,M Chinnaswamy Stadium,2015-04-13,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,Da Warner,2015,4,13,Normal,Yes,Weekday
1059,Ahmedabad,Narendra Modi Stadium,2015-04-14,Rajasthan Royals,Mumbai Indians,Mumbai Indians,Bat,Rajasthan Royals,Spd Smith,2015,4,14,Normal,No,Weekday
1060,Kolkata,Eden Gardens,2015-04-30,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Field,Kolkata Knight Riders,Ad Russell,2015,4,30,Normal,Yes,Weekday
1061,Pune,Maharashtra Cricket Association Stadium,2015-04-15,Punjab Kings,Delhi Capitals,Punjab Kings,Bat,Delhi Capitals,Ma Agarwal,2015,4,15,Normal,No,Weekday
1062,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Stadium,2015-04-16,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Am Rahane,2015,4,16,Normal,Yes,Weekday
1063,Mumbai,Wankhede Stadium,2015-04-17,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Bat,Chennai Super Kings,A Nehra,2015,4,17,Normal,No,Weekday
1064,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Stadium,2015-04-18,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Bat,Delhi Capitals,Jp Duminy,2015,4,18,Normal,Yes,Weekend
1065,Pune,Maharashtra Cricket Association Stadium,2015-04-18,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Kolkata Knight Riders,Ad Russell,2015,4,18,Normal,Yes,Weekend
1066,Ahmedabad,Narendra Modi Stadium,2015-04-19,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,Bat,Rajasthan Royals,Am Rahane,2015,4,19,Normal,No,Weekend
1067,Bengaluru,M Chinnaswamy Stadium,2015-04-19,Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,Field,Mumbai Indians,Harbhajan Singh,2015,4,19,Normal,No,Weekend
1068,Delhi,Arun Jaitley Stadium,2015-04-20,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Kolkata Knight Riders,Ut Yadav,2015,4,20,Normal,Yes,Weekday
1069,Ahmedabad,Narendra Modi Stadium,2015-04-21,Rajasthan Royals,Punjab Kings,Punjab Kings,Field,No Result,Se Marsh,2015,4,21,No Result,No,Weekday
1070,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Stadium,2015-04-22,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Field,Sunrisers Hyderabad,Da Warner,2015,4,22,Normal,No,Weekday
1071,Bengaluru,M Chinnaswamy Stadium,2015-04-22,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,Field,Chennai Super Kings,Sk Raina,2015,4,22,Normal,No,Weekday
1072,Delhi,Arun Jaitley Stadium,2015-04-23,Delhi Capitals,Mumbai Indians,Mumbai Indians,Field,Delhi Capitals,Ss Iyer,2015,4,23,Normal,No,Weekday
1073,Ahmedabad,Narendra Modi Stadium,2015-04-24,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Ma Starc,2015,4,24,Normal,Yes,Weekday
1074,Mumbai,Wankhede Stadium,2015-04-25,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Bat,Mumbai Indians,Sl Malinga,2015,4,25,Normal,Yes,Weekend
1075,Chennai,MA Chidambaram Stadium,2015-04-25,Chennai Super Kings,Punjab Kings,Chennai Super Kings,Bat,Chennai Super Kings,Bb Mccullum,2015,4,25,Normal,Yes,Weekend
1076,Delhi,Arun Jaitley Stadium,2015-04-26,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Vr Aaron,2015,4,26,Normal,Yes,Weekend
1077,Mohali,PCA Stadium,2015-04-27,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,Field,Sunrisers Hyderabad,Ta Boult,2015,4,27,Normal,No,Weekday
1078,Kolkata,Eden Gardens,2015-05-07,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Bat,Kolkata Knight Riders,Pp Chawla,2015,5,7,Normal,Yes,Weekday
1079,Bengaluru,M Chinnaswamy Stadium,2015-04-29,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,Field,No Result,No Player,2015,4,29,No Result,No,Weekday
1080,Chennai,MA Chidambaram Stadium,2015-04-28,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Chennai Super Kings,Dj Bravo,2015,4,28,Normal,No,Weekday
1081,Delhi,Arun Jaitley Stadium,2015-05-01,Delhi Capitals,Punjab Kings,Delhi Capitals,Field,Delhi Capitals,Nm Coulter-Nile,2015,5,1,Normal,Yes,Weekday
1082,Mumbai,Wankhede Stadium,2015-05-01,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Field,Mumbai Indians,At Rayudu,2015,5,1,Normal,No,Weekday
1083,Bengaluru,M Chinnaswamy Stadium,2015-05-02,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Mandeep Singh,2015,5,2,Normal,Yes,Weekend
1084,Hyderabad,RGI Stadium,2015-05-02,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Field,Sunrisers Hyderabad,Da Warner,2015,5,2,Normal,No,Weekend
1085,Mohali,PCA Stadium,2015-05-03,Punjab Kings,Mumbai Indians,Mumbai Indians,Bat,Mumbai Indians,Lmp Simmons,2015,5,3,Normal,Yes,Weekend
1086,Mumbai,Brabourne Stadium,2015-05-03,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Field,Rajasthan Royals,Am Rahane,2015,5,3,Normal,No,Weekend
1087,Chennai,MA Chidambaram Stadium,2015-05-04,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,Bat,Chennai Super Kings,Sk Raina,2015,5,4,Normal,Yes,Weekday
1088,Kolkata,Eden Gardens,2015-05-04,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Kolkata Knight Riders,Ut Yadav,2015,5,4,Normal,No,Weekday
1089,Mumbai,Wankhede Stadium,2015-05-05,Mumbai Indians,Delhi Capitals,Delhi Capitals,Bat,Mumbai Indians,Harbhajan Singh,2015,5,5,Normal,No,Weekday
1090,Bengaluru,M Chinnaswamy Stadium,2015-05-06,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,Field,Royal Challengers Bengaluru,Ch Gayle,2015,5,6,Normal,No,Weekday
1091,Mumbai,Brabourne Stadium,2015-05-07,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Field,Sunrisers Hyderabad,Ejg Morgan,2015,5,7,Normal,No,Weekday
1092,Chennai,MA Chidambaram Stadium,2015-05-08,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Bat,Mumbai Indians,Hh Pandya,2015,5,8,Normal,No,Weekday
1093,Kolkata,Eden Gardens,2015-05-09,Kolkata Knight Riders,Punjab Kings,Punjab Kings,Bat,Kolkata Knight Riders,Ad Russell,2015,5,9,Normal,No,Weekend
1094,Raipur,Shaheed Veer Narayan Singh International Stadium,2015-05-09,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Bat,Sunrisers Hyderabad,Mc Henriques,2015,5,9,Normal,Yes,Weekend
1095,Mumbai,Wankhede Stadium,2015-05-10,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Bat,Royal Challengers Bengaluru,Ab De Villiers,2015,5,10,Normal,Yes,Weekend
1096,Chennai,MA Chidambaram Stadium,2015-05-10,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Bat,Chennai Super Kings,Ra Jadeja,2015,5,10,Normal,Yes,Weekend
1097,Hyderabad,RGI Stadium,2015-05-11,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,Bat,Sunrisers Hyderabad,Da Warner,2015,5,11,Normal,Yes,Weekday
1098,Raipur,Shaheed Veer Narayan Singh International Stadium,2015-05-12,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,Bat,Delhi Capitals,Z Khan,2015,5,12,Normal,No,Weekday
1099,Mohali,PCA Stadium,2015-05-13,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Punjab Kings,Ar Patel,2015,5,13,Normal,No,Weekday
1100,Mumbai,Wankhede Stadium,2015-05-14,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Mumbai Indians,Hh Pandya,2015,5,14,Normal,No,Weekday
1101,Hyderabad,RGI Stadium,2015-05-15,Sunrisers Hyderabad,Royal Challengers Bengaluru,Sunrisers Hyderabad,Bat,Royal Challengers Bengaluru,V Kohli,2015,5,15,Normal,No,Weekday
1102,Mohali,PCA Stadium,2015-05-16,Punjab Kings,Chennai Super Kings,Punjab Kings,Bat,Chennai Super Kings,P Negi,2015,5,16,Normal,No,Weekend
1103,Mumbai,Brabourne Stadium,2015-05-16,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Bat,Rajasthan Royals,Sr Watson,2015,5,16,Normal,Yes,Weekend
1104,Bengaluru,M Chinnaswamy Stadium,2015-05-17,Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,Field,No Result,No Player,2015,5,17,No Result,No,Weekend
1105,Hyderabad,RGI Stadium,2015-05-17,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Bat,Mumbai Indians,Mj Mcclenaghan,2015,5,17,Normal,No,Weekend
1106,Mumbai,Wankhede Stadium,2015-05-19,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Bat,Mumbai Indians,Ka Pollard,2015,5,19,Normal,Yes,Weekday
1107,Pune,Maharashtra Cricket Association Stadium,2015-05-20,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,Bat,Royal Challengers Bengaluru,Ab De Villiers,2015,5,20,Normal,Yes,Weekday
1108,Ranchi,JSCA Stadium,2015-05-22,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,Field,Chennai Super Kings,A Nehra,2015,5,22,Normal,Yes,Weekday
1109,Kolkata,Eden Gardens,2015-05-24,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Mumbai Indians,Rg Sharma,2015,5,24,Normal,No,Weekend
1110,Mumbai,Wankhede Stadium,2016-04-09,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,Bat,Rising Pune Supergiant,Am Rahane,2016,4,9,Normal,No,Weekend
1111,Kolkata,Eden Gardens,2016-04-10,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Field,Kolkata Knight Riders,Ad Russell,2016,4,10,Normal,Yes,Weekend
1112,Mohali,PCA Stadium,2016-04-11,Punjab Kings,Gujarat Lions,Gujarat Lions,Field,Gujarat Lions,Aj Finch,2016,4,11,Normal,Yes,Weekday
1113,Bengaluru,M Chinnaswamy Stadium,2016-04-12,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Royal Challengers Bengaluru,Ab De Villiers,2016,4,12,Normal,No,Weekday
1114,Kolkata,Eden Gardens,2016-04-13,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Rg Sharma,2016,4,13,Normal,Yes,Weekday
1115,Rajkot,SCA Stadium,2016-04-14,Gujarat Lions,Rising Pune Supergiant,Rising Pune Supergiant,Bat,Gujarat Lions,Aj Finch,2016,4,14,Normal,No,Weekday
1116,Delhi,Arun Jaitley Stadium,2016-04-15,Delhi Capitals,Punjab Kings,Delhi Capitals,Field,Delhi Capitals,A Mishra,2016,4,15,Normal,Yes,Weekday
1117,Hyderabad,RGI Stadium,2016-04-16,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Bat,Kolkata Knight Riders,G Gambhir,2016,4,16,Normal,No,Weekend
1118,Mumbai,Wankhede Stadium,2016-04-16,Mumbai Indians,Gujarat Lions,Gujarat Lions,Field,Gujarat Lions,Aj Finch,2016,4,16,Normal,Yes,Weekend
1119,Mohali,PCA Stadium,2016-04-17,Punjab Kings,Rising Pune Supergiant,Rising Pune Supergiant,Bat,Punjab Kings,M Vohra,2016,4,17,Normal,No,Weekend
1120,Bengaluru,M Chinnaswamy Stadium,2016-04-17,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,Q De Kock,2016,4,17,Normal,Yes,Weekend
1121,Hyderabad,RGI Stadium,2016-04-18,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,Da Warner,2016,4,18,Normal,Yes,Weekday
1122,Mohali,PCA Stadium,2016-04-19,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Kolkata Knight Riders,Rv Uthappa,2016,4,19,Normal,Yes,Weekday
